stop_id,stop_name,lat,lng
800,NMDC,17.39876,78.44937
761,SD Hospital,17.39798,78.44341
762,Mehdipatnam,17.39473,78.43841
2244,REthibowli,17.39506,78.43131
981,jyothi Nagar,17.38245,78.42978
2245,Ring road,17.37648,78.42952
3822,attapur x road,17.37023,78.42947
982,hyderguda x road ,17.36348,78.4283
983,upparpally x road,17.3551,78.42185
2247,Dairy Farm,17.3451,78.41619
4097,NPPTi,17.34252,78.41457
2452,Rajendranagar Depot,17.33504,78.41037
2458,budvel,17.33325,78.4097
3828,extension,17.32995,78.40941
2454,Rajendra Nagar,17.32183,78.40176
300,medical college,17.38299,78.48285
1439,cbs,17.37819,78.48219
1379,High Court,17.37023,78.47551
2471,kishanbagh,17.35921,78.44326
2469,9 number x road,17.35656,78.43831
2467,pahadi,17.35186,78.42896
2465,chinthalmet,17.35202,78.42169
2140,UPPAL x road,17.40095,78.56045
955,Saraswathi nagar,17.39449,78.55935
957,Nagole,17.37571,78.55788
1797,Snehapuri colony,17.36884,78.55743
958,Alkapuri,17.36388,78.55743
3795,rajiv gandhi Nagar,17.35967,78.55775
1798,Kamineni,17.35244,78.55563
959,LB NAgar,17.34578,78.55033
960,Sagar Ring Road,17.3415,78.54605
1761,tkr kaman,17.33734,78.53571
961,Gayathri Nagar,17.33751,78.5313
3793,manda mallamma,17.33967,78.52344
962,Champapet X Road,17.34229,78.5151
1820,Owaisi Hospital ,17.34319,78.50648
963,Pisalbanda,17.34,78.50177
1850,drdl,17.33706,78.49708
1723,Baba Nagar,17.33178,78.49025
1718,Pool Bagh,17.33007,78.48589
3799,Dlrl,17.32871,78.48274
964,CHandrayanagutta,17.32753,78.4792
965,Hashamabad,17.32208,78.46879
966,BAndlaguda,17.31635,78.46633
3801,Moghal College,17.31437,78.45913
3800,Palle Cheruvu,17.31512,78.45796
967,Mailardev pally,17.31444,78.44377
1424,Durga Nagar,17.31789,78.43747
968,Aramghar,17.32254,78.43049
969,Weaker Section Colony,17.33274,78.42644
2249,laldabha,17.3419,78.42255
2250,dairy farm,17.34568,78.41564
970,Upparpally X Road,17.35643,78.42247
971,Hyderguda X Road,17.36445,78.42809
2246,ring road,17.37721,78.42919
972,Jyothi Nagar,17.38286,78.42932
1556,Rethibowli,17.39566,78.4307
1183,Bandlaguda X Road,17.35972,78.38798
1184,Sun City,17.36487,78.39548
3831,sairam nagar,17.36851,78.40081
3839,T K bridge,17.37124,78.40436
3830,bapu nagar,17.37438,78.41789
1186,Lunger House,17.37814,78.4206
763,Nanal nagar,17.39598,78.42742
1683,mini tankbund,17.41002,78.47597
1380,D B R Mills,17.42263,78.48529
1381,Boats Club,17.42898,78.48897
1168,bible house,17.43101,78.49225
1227,bata,17.4352,78.49327
2098,Clock Tower,17.44166,78.49899
2096,Sangeeth,17.44126,78.50349
2099,Mother Teresa,17.43797,78.5046
815,secunderabad,17.43463,78.50146
476,dilsukh nagar ,17.36863,78.52499
496,chaitanyapuri,17.36856,78.53276
477,kothapet,17.36836,78.53709
2149,b j bhavan,17.36577,78.5429
3820,telephone colony,17.36801,78.54788
2147,r k puram,17.36809,78.54998
1817,snehapuri colony ,17.36906,78.55718
995,nagole,17.37743,78.55763
996,saraswathi nagar,17.3964,78.55911
997,uppal x Road,17.40227,78.55901
1819,survey of india ,17.40583,78.55541
1821,ngri ,17.41487,78.54583
1385,habsiguda,17.42121,78.53942
1824,tarnaka ,17.42628,78.53133
1285,Mettuguda,17.43407,78.52089
1286,Alagadda Baavi,17.43519,78.51428
2082,Chilkalguda,17.43316,78.50713
870,Film Nagar,17.41405,78.40761
336,apollo,17.41846,78.41309
1055,jubilee hills checkpost,17.42697,78.41573
974,venkatagiri,17.43086,78.42086
975,krishna nagar,17.43262,78.42624
942,Yousufguda Checkpost,17.43688,78.4282
977,yousufguda basti,17.43667,78.43215
979,kalyan nagar,17.44432,78.43308
877,sr nagar,17.44026,78.44251
1056,mythrivanam,17.43715,78.44391
1062,Ameerpet,17.43458,78.44797
1058,lalbungalow,17.43573,78.45191
1059,greenlands,17.43553,78.45484
809,shyamlal,17.44436,78.46142
810,prakash nagar,17.44422,78.47192
1212,Paradise X Road,17.44358,78.48673
812,patnY,17.44316,78.49619
578,jubilee hills checkpost,17.42664,78.41652
405,lv prasad,17.42367,78.42744
373,tv9/masjeed,17.42722,78.43943
490,andhrajyothi,17.42729,78.44509
806,panjagutta,17.42665,78.4513
808,begumpet public school,17.44251,78.4587
859,shoppers stop,17.44508,78.4654
860,police line,17.44373,78.47615
861,anand theater,17.44353,78.4826
811,paradise,17.44338,78.48793
3843,FLAG STONE TOWERS,17.42189,78.33239
2961,infotech,17.41954,78.33623
1269,ICICI,17.42211,78.338
1270,Wipro circle,17.42606,78.34056
1271,Infosys,17.43681,78.34723
1558,Hitech X Road,17.42843,78.37466
503,raheja mindspace,17.44146,78.37708
419,cyber peral,17.4472,78.37793
410,hitech City,17.45087,78.38186
2242,Image Hospital,17.44659,78.38512
329,madhapur petrol bunk,17.44111,78.39139
316,madhapur ps,17.43933,78.39641
315,peddamma temple,17.432,78.40704
1287,alagadda baavi,17.43552,78.51428
1288,mettuguda,17.4343,78.52111
1793,Tarnaka,17.42582,78.53287
1388,Habsiguda,17.42127,78.53981
1794,NGRI,17.41491,78.54645
1795,Survey of india,17.40447,78.55707
953,UPPAL X ROAD,17.40277,78.55875
442,Lb Nagar,17.35008,78.54759
1090,Ibrahimpatnam Busstand,17.19121,78.64716
1091,Ibrahimpatnam Old Busstand,17.19709,78.65013
1144,upparguda x road,17.20477,78.62003
1092,Sheriguda,17.20872,78.6195
1093,Sri Indu College,17.2136,78.6111
1094,Mangalpally X Road,17.21487,78.60522
1095,Koheda X Road ,17.21822,78.60196
1096,Bonguluru X Road,17.23146,78.58881
1097,Manneguda X Road,17.2554,78.58546
1098,Raganna Guda X Road,17.26294,78.58607
1099,Turkayamjal X Road,17.27327,78.5888
1100,Injapur,17.2985,78.5827
1101,Gurramguda X Road,17.30461,78.57055
1102,Sagar complex,17.31295,78.5633
1103,BN Reddy Nagar,17.32178,78.55998
1104,Hastinapuram South,17.32706,78.55606
3881,HASTINAPURAM CENTRAL,17.32855,78.55467
1105,Hastinapuram north,17.32945,78.55371
1107,Omkar Nagar,17.33723,78.54992
1108,Sagar X Road,17.34179,78.54704
1109,Bairamalguda,17.34395,78.54105
1110,Karmanghat,17.34412,78.53268
1111,Green Park Colony,17.34516,78.52556
1112,RTC Colony,17.34704,78.51914
1113,Champapet,17.34866,78.51495
1114,I S SADAN,17.35265,78.5065
1115,Saidabad,17.35937,78.50471
1872,jaihind hotel,17.3599,78.50473
1116,government Press,17.3678,78.50158
1118,Nalgonda x road,17.37461,78.49824
1120,ChaderGhat,17.37717,78.4925
485,Dilsukh Nagar,17.36852,78.52475
464,TV TOWER,17.36949,78.51625
465,Malakpet Super Bazaar,17.37191,78.51014
466,Chermas,17.37296,78.5059
467,Nalgonda X Road,17.37475,78.4989
468,Chaderghat,17.3773,78.49192
495,Koti Womens College,17.38475,78.48753
497,Kondapur,17.46659,78.36715
376,Hafeezpet  ,17.48633,78.35781
377,Allwyn X Road,17.49323,78.35175
378,Deepthisri Nagar/ madinaguda,17.49502,78.34029
379,Gangaram,17.49497,78.33037
380,Chanda Nagar,17.49499,78.32286
381,LingamPally,17.49499,78.31719
451,Jyothi nagar,17.49746,78.31415
452,Ashok nagar,17.50423,78.30876
450,Mandal Office,17.50876,78.30069
387,Rc Puram,17.51371,78.28783
388,Icrisat,17.51885,78.27843
390,patancheru,17.52849,78.26405
923,RamNagar Gundu,17.40802,78.51165
1828,Shivam,17.40358,78.5148
928,Amberpet,17.392,78.51648
1700,Ali Cafe,17.38191,78.51842
1778,Sripuram Colony,17.37629,78.51476
1753,Musharam Bagh,17.37086,78.515
479,dwaraka nagar,17.35999,78.54447
2086,ntr nagar,17.3549,78.54579
480,lb nagar,17.34873,78.54901
2513,lb nagar ring road,17.34639,78.55151
2496,chintalakunta checkpost,17.34279,78.55681
481,panama garden,17.33848,78.56868
3856,Sahara Estate,17.34792,78.57182
1149,nalgonda x road,17.37286,78.49934
1121,government press,17.36812,78.50193
1742,jaihind hotel,17.35951,78.50467
1122,saidabad,17.35739,78.50546
1124,i s sadan,17.35205,78.50773
1123,champapet,17.34849,78.51608
1125,rtc colony,17.34622,78.52195
1126,green park colony,17.34539,78.52625
1127,karmanghat,17.34439,78.53304
1128,bairamalguda,17.34328,78.54124
1129,sagar x road,17.3405,78.54819
1131,hastinapuram north,17.32928,78.55437
3882,hastinapuram central,17.32839,78.55536
1132,hastinapuram south,17.32697,78.55655
1133,b n reddy nagar,17.32007,78.56075
1134,sagar complex,17.31271,78.5638
1135,gurramguda x road,17.30466,78.57091
1136,injapur,17.29882,78.58306
1150,turkayamjal x road,17.27232,78.58926
1138,raganna guda x road,17.26275,78.58639
1137,manneguda x road,17.25501,78.58581
1139,bonguluru x road,17.23139,78.58922
1140,koheda x road ,17.21795,78.60264
1141,mangalpally x road,17.21502,78.60562
1142,sri indu college,17.214,78.61135
1143,sheriguda,17.2085,78.61983
1145,ambedkar x road,17.19374,78.64625
1146,ibrahimpatnam old busstand,17.19726,78.65032
1147,ibrahimpatnam busstand,17.19117,78.64741
511,koti maternity hospital,17.38573,78.48671
506,ramkoti,17.39046,78.48596
363,ymca,17.39509,78.49008
366,NArayanaguda,17.39735,78.49202
367,chikkadapalli,17.40357,78.49524
1163,raja delux,17.41589,78.49845
1164,musheerabad police station,17.42011,78.50028
1165,kalpana,17.42124,78.49847
1166,praga tools,17.42358,78.49399
1167,kavadiguda,17.42467,78.49002
1178,ranigunj,17.43132,78.4881
826,james street,17.43541,78.48831
790,Paradise x road,17.4431,78.48618
854,Anand Theater,17.44332,78.48218
855,Police Line,17.44345,78.47596
791,Prakash Nagar,17.44394,78.47126
857,Shoppers Stop,17.44474,78.46559
792,ShyamLal,17.44398,78.46142
868,Begumpet Public School,17.44243,78.45904
1190,rj college,17.43514,78.45515
1063,Lalbungalow,17.43558,78.45208
1170,gurudwara,17.43593,78.44814
900,Mythrivanam,17.43752,78.44342
901,SR Nagar,17.44305,78.44067
902,ESI Hospital,17.44799,78.4378
903,Erragadda,17.4566,78.4336
1172,pr nagar,17.45644,78.42528
1173,mothi nagar,17.45429,78.42233
1175,borabanda,17.45409,78.41572
1651,Chengicherla depot,17.41968,78.6099
1652,Chengicherla Village,17.4331,78.60833
1654,KM Stone,17.44905,78.61133
1653,Cherlapally Village,17.46303,78.61129
1655,Ganesh Temple,17.4588,78.59532
1656,Hcl x Road,17.45552,78.58142
1657,ECIL Factory,17.46769,78.57367
1015,ecil x road,17.47235,78.5697
1028,Radhika,17.47763,78.56231
1029,A S Rao Nagar,17.48003,78.55683
1031,SainikPuri,17.48342,78.55002
1033,Neredmet X Road,17.48209,78.53736
2011,Old Ps,17.47393,78.53852
2012,Vinayaka Nagar,17.46904,78.53908
2013,Krupa complex,17.46514,78.53868
2014,Safilguda,17.46034,78.53559
2015,Anand Bagh,17.45804,78.53672
2016,Malkajgiri,17.44968,78.53658
2017,Sairam Theatre,17.44627,78.53569
2019,Mirzal Guda,17.44213,78.53189
2028,lala guda,17.43916,78.52867
2027,new bridge,17.43946,78.52546
2022,Railway Hospital,17.43645,78.52004
789,Patny,17.44295,78.49387
1215,saradhi studio,17.43702,78.44294
1216,state home,17.43633,78.43928
941,Yousufguda Basti,17.43648,78.43389
943,Krishna Nagar,17.43269,78.42651
940,Venkatagiri,17.43064,78.42103
1051,kothaguda,17.45821,78.36601
2023,Anjaiah nagar,17.45181,78.36373
771,Gachibowli X Road,17.43903,78.36302
912,Indira Nagar,17.44091,78.36
1557,IIIt,17.44469,78.35262
1255,infosys,17.43664,78.34735
1256,wipro circle,17.42547,78.34045
1259,capgemini,17.42108,78.33763
2024,financial district,17.42235,78.33825
1267,gachibowli pushpak,17.43993,78.3634
2025,anjaiah nagar,17.45263,78.36356
325,kothaguda x road,17.45886,78.367
489,satyam/jayabheri,17.45815,78.37094
328,madhapur nift,17.44389,78.38726
333,usha kiran,17.43014,78.41156
1218,srinagar x road,17.43023,78.42519
976,yousufguda checkpost,17.43685,78.42793
978,krishna kanth park,17.44134,78.4319
1057,ameerpet,17.4347,78.44873
2026,railway hospital,17.43652,78.51935
2029,mirzal guda,17.44226,78.53253
2030,sairam theatre,17.44605,78.53551
2031,malkajgiri,17.44986,78.53572
2033,anand bagh,17.45821,78.5366
2034,safilguda,17.46087,78.53543
2035,krupa complex,17.46521,78.53861
2036,vinayaka nagar,17.46935,78.53896
2037,old ps,17.47463,78.53812
2038,NEredmet x road,17.48216,78.53721
1011,sainikpuri,17.48364,78.54995
1012,rukmini puram,17.48159,78.55459
1013,a s rao nagar,17.47951,78.55832
1014,radhika,17.47753,78.56294
1265,waverock,17.41995,78.34762
1815,kamineni,17.35324,78.55563
994,alkapuri,17.36596,78.55697
1587,PAtny,17.4429,78.496
793,RJ College,17.43375,78.45587
867,Bluemoon Hotel,17.42906,78.45561
794,Panjagutta,17.42613,78.45083
406,Tv9/Masjeed,17.42646,78.43832
1047,Sagar Society,17.42501,78.43386
374,LV Prasad,17.42357,78.42773
327,Hitech City,17.4511,78.38132
2962,icici,17.42201,78.3383
3767,Infotech,17.41919,78.33645
1266,Waverock,17.4202,78.34743
415,Tcs,17.4459,78.37752
502,Raheja Mindspace,17.44161,78.37726
770,Telecom Nagar,17.43523,78.3676
313,jubilee hills checkpost,17.42626,78.41526
335,journalist colony,17.4212,78.41093
2092,asif nagar,17.39219,78.4477
2093,mallepally,17.38936,78.4549
2094,vijay nagar colony,17.39534,78.45438
2095,clock tower,17.43935,78.49494
814,keys high school,17.43775,78.50453
2032,r k nagar,17.45516,78.53529
1559,Kamala nagar,17.47094,78.56748
1016,S P Nagar,17.46537,78.56234
1281,Moulali unani dispensary,17.46252,78.56155
1017,LAXMI NAGAR,17.46003,78.56441
1018,Indira Nagar,17.45782,78.56497
1021,Play Ground,17.45316,78.56585
1333,NFC X Road,17.44852,78.57546
1334,Noma Function Hall,17.44691,78.57259
1335,Mallapur,17.44502,78.56741
1337,Janapriya,17.44217,78.56611
1338,Delhi Tubes,17.43815,78.55826
1339,Nacharam X Road,17.4331,78.55456
1341,NACHARAM VILLAGE,17.42862,78.55162
1384,hmt nagar,17.42393,78.54709
1027,ECIL X Road,17.47274,78.56946
2071,shenoy nursing home,17.44821,78.5089
2104,YMCa,17.44286,78.49887
1188,rtc x road,17.40736,78.49667
827,Paradise,17.44042,78.48796
498,Cr Foundation,17.47873,78.36152
416,Vbit,17.43415,78.38446
402,allwyn x road,17.49323,78.35189
403,hafeezpet ,17.4864,78.3581
499,cr foundation,17.47581,78.36326
456,kondapur,17.46529,78.3675
326,hitex kaman,17.45593,78.3776
1213,ParadisE,17.4404,78.48822
1203,James Street,17.43572,78.48872
1204,Ranigunj,17.42969,78.4883
1205,Kavadiguda,17.42505,78.48969
1206,Praga tools,17.42362,78.49463
1207,Kalpana,17.42141,78.49877
357,Kachiguda X Road,17.39057,78.48898
1211,Koti Maternity Hospital,17.38544,78.48727
3659,suchitra,17.49906,78.47715
3660,layola jr college,17.50274,78.4846
3661,layola acadamy,17.50497,78.48784
3662,bhel quarters,17.50596,78.4907
3663,pvr garden,17.50657,78.49459
3664,reliance,17.50661,78.49787
3665,father balaih colony,17.50818,78.50167
1449,indira gandhi statue,17.50891,78.5039
1451,Ambedkar,17.50613,78.50486
1455,Alwal Police station,17.50323,78.5114
1456,alwal,17.50157,78.51403
1457,lothkunta,17.4918,78.51282
1616,lal bazar,17.47862,78.51113
1458,thirumalagiri,17.47257,78.50997
1459,hanuman temple,17.46598,78.50526
1038,Karkhana,17.45873,78.50014
1442,padmarao nagar,17.42558,78.50682
1471,gandhi hospital,17.42378,78.50542
364,kachiguda x road,17.39298,78.48941
1445,Chilkalguda,17.43223,78.50566
1001,jbs,17.44949,78.49643
1003,karkhana,17.46043,78.50042
1444,Hanuman temple,17.46682,78.50582
1614,Thirumalagiri,17.47335,78.50995
1615,Lal bazar,17.47938,78.51081
1446,Lothkunta,17.49384,78.51244
1617,Alwal,17.50236,78.51402
1452,alwal police station,17.50307,78.51113
1448,old alwal,17.50646,78.50453
1450,Indira Gandhi Statue,17.50862,78.50381
3652,Father Balaih Colony,17.50762,78.50092
3653,Reliance,17.50647,78.49765
3654,Pvr Garden,17.5065,78.4942
3655,Bhel Quarters,17.50584,78.49061
3656,Layola Acadamy,17.50477,78.48761
3657,Layola Jr College,17.50249,78.48429
2121,Suchitra,17.4997,78.47712
1684,patny,17.44402,78.49571
1667,lakadawala,17.51328,78.52046
1668,pg college,17.51822,78.52139
1669,kowkur x road,17.52742,78.52281
1670,koteshwar temple,17.53497,78.52398
1671,c i s f,17.5428,78.5316
1659,Hakimpet Depot,17.54684,78.53541
1673,Risala Bazar,17.52845,78.51786
1674,Contonment Hospital,17.52168,78.51792
1675,Bolaram Bazar,17.51753,78.51666
1665,Lakadawala,17.51288,78.52037
1244,nampally,17.3962,78.47122
1239,gandhi bavan,17.38888,78.47121
1240,osmangunj,17.38036,78.47517
1242,afzalgunj,17.37377,78.47804
1243,CBS,17.37847,78.48182
1220,balkampet road,17.43901,78.44817
1221,balkampet temple,17.44713,78.44911
1222,sanath nagar,17.4545,78.4471
1763,Saroor Nagar,17.35263,78.53542
1790,Venkateswara Colony,17.35745,78.53614
1728,huda colony ,17.36253,78.53935
463,Fruit market,17.36824,78.53557
1758,musharam bagh,17.37118,78.51478
1780,sripuram colony,17.37623,78.51461
1703,ali cafe,17.3823,78.51813
1831,Syndicate Bank,17.39736,78.51211
1328,Vidya NAgar,17.40344,78.51078
921,VST,17.40406,78.50386
353,RTC X Road / Bus Bhavan,17.40566,78.49948
1708,bhatia bakery,17.4997,78.51005
1691,matha temple,17.4988,78.50773
1689,durga,17.49611,78.50694
1686,VenkaTApuram,17.49389,78.50552
1710,Durga,17.49638,78.50688
1690,Matha temple,17.49903,78.50763
1676,bolaram,17.51925,78.51626
1677,contonment hospital,17.52145,78.51738
1678,risala bazar,17.5287,78.51833
1679,water Tank ,17.5272,78.5225
1692,West Venkatapuram,17.49931,78.49936
1738,Mes Colony,17.49749,78.5046
1688,Durga,17.4962,78.50769
1783,iNdira nagar,17.49555,78.51093
1470,Padmarao Nagar,17.42558,78.50695
1310,vidya nagaR,17.4049,78.51213
1443,Gandhi Hospital,17.42498,78.50177
1694,INDira nagar,17.49549,78.51065
414,Hitech CitY,17.45077,78.38032
1078,jeedimetla depot ,17.52739,78.43978
1079,substation,17.52253,78.44376
1081,shapur nagar,17.51366,78.44741
1082,shapur x road,17.51025,78.44798
1085,HMT Busstop,17.50234,78.45077
1086,Chintal,17.49544,78.45234
1087,ganesh nagar,17.49111,78.45137
1088,idpl colony,17.48581,78.44992
833,Balanagar,17.46753,78.44443
835,Prashanth nagar,17.47368,78.42695
873,moosapet,17.47162,78.42642
874,bharat nagar,17.46707,78.42906
875,erragadda,17.453,78.43559
876,esi hospital,17.4461,78.4392
878,ameerpet,17.43162,78.448
879,nims hospital,17.42356,78.4544
880,erramanzil,17.41947,78.45689
881,khairatabad rto office,17.41629,78.45771
882,KhairatabaD,17.41242,78.4607
2202,CHilkalguda,17.4334,78.50695
2088,LB Nagar Ring Road,17.34733,78.55148
1461,Gandimaisamma,17.57543,78.42302
1235,bahadurpally x road,17.56,78.43104
1076,suraram x road,17.54058,78.43393
1073,jeedimetla,17.5267,78.44024
1350,IDPL Water Tank,17.48144,78.44911
846,balanagar,17.46724,78.44535
847,shobana,17.4637,78.4532
848,ferozguda,17.4628,78.46214
849,bowenpally,17.46395,78.47263
850,tad bund,17.45638,78.48384
1661,C I S F ,17.54257,78.53191
1662,Koteshwar Temple,17.5364,78.52423
1672,Water Tank,17.52716,78.52229
1799,Sagar ring road,17.34233,78.5461
1892,I S Sadan,17.35161,78.5074
1840,Midhani Depot,17.33961,78.50374
1887,Keshavagiri Post Office,17.32241,78.48016
1585,ParadiSe,17.44401,78.48728
829,Tad Bund,17.45634,78.48404
830,New Bowenpally,17.46287,78.47228
831,Ferozguda,17.46257,78.46217
832,Shobana,17.46367,78.4526
836,Kukatpally,17.48457,78.41178
837,KPHB Main Road,17.49404,78.40079
838,JNTU,17.49646,78.39417
839,Nizampet X road,17.49837,78.38941
840,Hydernagar,17.49927,78.38363
864,Miyapur Cross Road,17.49647,78.36228
863,Allwyn X Road,17.49382,78.34995
1250,Bala Nagar,17.46821,78.44617
1345,idpl water tank,17.48169,78.449
1464,Ganesh nagar,17.49085,78.45087
1465,Chintal,17.49562,78.452
1084,Shapur X Road,17.51158,78.44755
1083,Shapur Nagar,17.51588,78.44689
1080,Substation,17.52289,78.44329
1068,Jeedimetla,17.52685,78.43976
1077,Suraram X Road,17.54167,78.43373
1252,Bahadurpally x Road,17.56012,78.4308
1664,PG College,17.51789,78.5215
324,kondapur,17.46494,78.36432
1258,Shilparamam Pushpak,17.45386,78.3793
1576,cHaderghat,17.38076,78.49015
1354,Tourist Hotel,17.38989,78.49507
449,Barkathapura,17.39441,78.49884
1309,shankarmutt,17.40083,78.50807
1387,NCC,17.40703,78.51789
1312,ladies hostel,17.41192,78.52203
1314,arts college ,17.41931,78.52721
1573,tarnaka,17.42669,78.53049
1389,hmt nagar,17.42417,78.54702
1390,nacharam village,17.42904,78.5515
1391,nacharam x road,17.43283,78.55421
1392,delhi tubes,17.43776,78.55666
1394,mallapur x road,17.44575,78.56755
1395,noma function hall,17.44722,78.57166
1396,nfc x road,17.44856,78.57517
1397,krishna nagar,17.45079,78.56983
1291,h b play ground,17.45319,78.56584
1022,mangapuram,17.45549,78.56567
1023,indira nagar,17.45808,78.56481
1024,laXMI NAGAR,17.46015,78.56403
1292,moulali unani dispensary,17.46317,78.56111
1025,s p nagar,17.466,78.56231
1026,Kamala Nagar,17.47066,78.56676
1433,kushaiguda,17.48153,78.57598
2178,Nagarjuna nagar,17.48018,78.58178
1946,Chakri Colony,17.47928,78.58539
2150,Vijaya Hospital,17.48238,78.59471
2151,Nagaram,17.48788,78.60086
2156,Rampally X Road,17.49368,78.60572
2172,satyanarayana garden,17.48893,78.61293
2158,Rtc Colony,17.47964,78.62324
2170,r l nagar,17.478,78.62584
2160,Rampally  Village,17.4672,78.64193
1246,Afzalgunj,17.37373,78.47658
1247,Osmangunj,17.38005,78.47501
1635,mozamjahi market,17.38059,78.47527
1248,Gandhi bavan ,17.38806,78.47153
1344,shadan college,17.40897,78.46044
896,Khairatabad,17.4146,78.45837
897,Erramanzil,17.42037,78.45603
